Variable.Name	Variable.Description	Code.or.Value	Value.Description
OHX09LAM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to C	.	Missing
OHX09LAP	Loss of Attachment:  Upper left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc	0 to 11	Range of Values
OHX09LAP	Loss of Attachment:  Upper left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc	99	Cannot be assessed
OHX09LAP	Loss of Attachment:  Upper left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc	.	Missing
OHX09LAS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to	0 to 11	Range of Values
OHX09LAS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to	99	Cannot be assessed
OHX09LAS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to	.	Missing
OHX09PCA	Loss of Attachment:  Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
OHX09PCA	Loss of Attachment:  Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX09PCA	Loss of Attachment:  Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX09PCD	Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
OHX09PCD	Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX09PCD	Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX09PCL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	0 to 6	Range of Values
OHX09PCL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX09PCL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX09PCM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)	0 to 10	Range of Values
OHX09PCM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX09PCM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX09PCP	Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	0 to 7	Range of Values
OHX09PCP	Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX09PCP	Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX09PCS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	0 to 10	Range of Values
OHX09PCS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX09PCS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX10CJA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)	-8 to 2	Range of Values
OHX10CJA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX10CJA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)	.	Missing
OHX10CJD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)	-6 to 2	Range of Values
OHX10CJD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX10CJD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)	.	Missing
OHX10CJL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)	-6 to 2	Range of Values
OHX10CJL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX10CJL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)	.	Missing
OHX10CJM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)	-6 to 1	Range of Values
OHX10CJM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX10CJM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)	.	Missing
OHX10CJP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)	-6 to 2	Range of Values
OHX10CJP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX10CJP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)	.	Missing
OHX10CJS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)	-8 to 2	Range of Values
OHX10CJS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX10CJS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)	.	Missing
OHX10LAA	Loss of Attachment:  Upper left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to	0 to 10	Range of Values
OHX10LAA	Loss of Attachment:  Upper left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to	99	Cannot be assessed
OHX10LAA	Loss of Attachment:  Upper left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to	.	Missing
OHX10LAD	Loss of Attachment:  Upper left lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base m	0 to 12	Range of Values
OHX10LAD	Loss of Attachment:  Upper left lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base m	99	Cannot be assessed
OHX10LAD	Loss of Attachment:  Upper left lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base m	.	Missing
OHX10LAL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 	0 to 11	Range of Values
OHX10LAL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 	99	Cannot be assessed
OHX10LAL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 	.	Missing
OHX10LAM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to C	0 to 9	Range of Values
OHX10LAM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to C	99	Cannot be assessed
OHX10LAM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to C	.	Missing
OHX10LAP	Loss of Attachment:  Upper left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc	0 to 12	Range of Values
OHX10LAP	Loss of Attachment:  Upper left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc	99	Cannot be assessed
OHX10LAP	Loss of Attachment:  Upper left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc	.	Missing
OHX10LAS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to	0 to 11	Range of Values
OHX10LAS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to	99	Cannot be assessed
OHX10LAS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to	.	Missing
OHX10PCA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
OHX10PCA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX10PCA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX10PCD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
OHX10PCD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX10PCD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX10PCL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	0 to 9	Range of Values
OHX10PCL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX10PCL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX10PCM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
OHX10PCM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX10PCM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX10PCP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	0 to 9	Range of Values
OHX10PCP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX10PCP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX10PCS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	0 to 7	Range of Values
OHX10PCS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX10PCS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX11CJA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)	-8 to 2	Range of Values
OHX11CJA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX11CJA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)	.	Missing
OHX11CJD	Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)	-11 to 2	Range of Values
OHX11CJD	Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX11CJD	Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)	.	Missing
OHX11CJL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)	-8 to 2	Range of Values
OHX11CJL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX11CJL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)	.	Missing
OHX11CJM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)	-12 to 1	Range of Values
OHX11CJM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX11CJM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)	.	Missing
OHX11CJP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)	-8 to 2	Range of Values
OHX11CJP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX11CJP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)	.	Missing
OHX11CJS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)	-11 to 2	Range of Values
OHX11CJS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)	99	Cannot be assessed
OHX11CJS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)	.	Missing
OHX11LAA	Loss of Attachment:  Upper left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu	0 to 13	Range of Values
OHX11LAA	Loss of Attachment:  Upper left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu	99	Cannot be assessed
OHX11LAA	Loss of Attachment:  Upper left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu	.	Missing
OHX11LAD	Loss of Attachment:  Upper left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement	0 to 15	Range of Values
OHX11LAD	Loss of Attachment:  Upper left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement	99	Cannot be assessed
OHX11LAD	Loss of Attachment:  Upper left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement	.	Missing
OHX11LAL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measur	0 to 13	Range of Values
OHX11LAL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measur	99	Cannot be assessed
OHX11LAL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measur	.	Missing
OHX11LAM	Loss of Attachment:  Upper left cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measure	0 to 14	Range of Values
OHX11LAM	Loss of Attachment:  Upper left cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measure	99	Cannot be assessed
OHX11LAM	Loss of Attachment:  Upper left cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measure	.	Missing
OHX11LAP	Loss of Attachment:  Upper left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base me	0 to 14	Range of Values
OHX11LAP	Loss of Attachment:  Upper left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base me	99	Cannot be assessed
OHX11LAP	Loss of Attachment:  Upper left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base me	.	Missing
OHX11LAS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measu	0 to 15	Range of Values
OHX11LAS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measu	99	Cannot be assessed
OHX11LAS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measu	.	Missing
OHX11PCA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	0 to 9	Range of Values
OHX11PCA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX11PCA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX11PCD	Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)	0 to 9	Range of Values
OHX11PCD	Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX11PCD	Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX11PCL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)	0 to 11	Range of Values
OHX11PCL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX11PCL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX11PCM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)	0 to 10	Range of Values
OHX11PCM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX11PCM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX11PCP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
